octal_div([train(6641)], [train(34757)], 11).
octal_div([train(12730)], [train(54213)], 7).
octal_div([train(16701)], [train(39512)], 2).
octal_div([train(13685)], [train(48175)], 0).
octal_div([train(30011)], [train(57778)], 3).
octal_div([train(58367)], [train(28979)], 7).
octal_div([train(53625)], [train(20322)], 6).
octal_div([train(37392)], [train(58512)], 2).
octal_div([train(17466)], [train(16850)], 0).
octal_div([train(56809)], [train(55338)], 6).
octal_div([train(44455)], [train(27052)], 1).
octal_div([train(19385)], [train(20842)], 2).
octal_div([train(27024)], [train(8823)], 10).
octal_div([train(43549)], [train(25705)], 0).
octal_div([train(30052)], [train(19355)], 4).
octal_div([train(29389)], [train(40155)], 3).
octal_div([train(1487)], [train(45794)], 1).
octal_div([train(56481)], [train(1312)], 2).
octal_div([train(48907)], [train(40124)], 1).
octal_div([train(42245)], [train(11055)], 0).
octal_div([train(58132)], [train(3284)], 1).
octal_div([train(57154)], [train(42722)], 0).
octal_div([train(27613)], [train(21470)], 4).
octal_div([train(16053)], [train(45032)], 11).
octal_div([train(58201)], [train(22933)], 2).
octal_div([train(36788)], [train(55174)], 0).
octal_div([train(54009)], [train(12447)], 2).
octal_div([train(44371)], [train(32202)], 1).
octal_div([train(26298)], [train(21328)], 0).
octal_div([train(51366)], [train(17022)], 5).
octal_div([train(4576)], [train(28250)], 2).
octal_div([train(34767)], [train(38256)], 3).
octal_div([train(52052)], [train(18502)], 1).
octal_div([train(56715)], [train(7308)], 0).
octal_div([train(37279)], [train(12367)], 7).
octal_div([train(26365)], [train(41921)], 1).
octal_div([train(741)], [train(31988)], 3).
octal_div([train(4967)], [train(52042)], 10).
octal_div([train(33693)], [train(54182)], 6).
octal_div([train(2014)], [train(58981)], 1).
octal_div([train(2278)], [train(30633)], 0).
octal_div([train(43843)], [train(32019)], 10).
octal_div([train(30538)], [train(26892)], 7).
octal_div([train(17165)], [train(29000)], 4).
octal_div([train(24546)], [train(44446)], 2).
octal_div([train(47245)], [train(16614)], 3).
octal_div([train(51290)], [train(53871)], 0).
octal_div([train(2218)], [train(4614)], 0).
octal_div([train(53303)], [train(29064)], 1).
octal_div([train(21862)], [train(3740)], 2).
octal_div([train(55905)], [train(49905)], 1).
octal_div([train(53584)], [train(7582)], 1).
octal_div([train(15694)], [train(45081)], 0).
octal_div([train(41564)], [train(14014)], 1).
octal_div([train(13543)], [train(17352)], 1).
octal_div([train(4220)], [train(39535)], 0).
octal_div([train(31752)], [train(6343)], 1).
octal_div([train(630)], [train(6371)], 6).
octal_div([train(30242)], [train(56825)], 2).
octal_div([train(29989)], [train(29192)], 1).
octal_div([train(45398)], [train(46256)], 3).
octal_div([train(2880)], [train(40775)], 1).
octal_div([train(49889)], [train(4794)], 0).
octal_div([train(36650)], [train(4458)], 1).
octal_div([train(57897)], [train(35376)], 1).
octal_div([train(29491)], [train(33370)], 7).
octal_div([train(37998)], [train(31990)], 6).
octal_div([train(47111)], [train(21362)], 10).
octal_div([train(16597)], [train(14861)], 4).
octal_div([train(8428)], [train(4777)], 1).
octal_div([train(27810)], [train(37058)], 2).
octal_div([train(49013)], [train(684)], 0).
octal_div([train(41572)], [train(5848)], 1).
octal_div([train(25839)], [train(27655)], 0).
octal_div([train(20215)], [train(49509)], 0).
octal_div([train(19714)], [train(52258)], 0).
octal_div([train(23124)], [train(1507)], 0).
octal_div([train(8784)], [train(30757)], 2).
octal_div([train(43355)], [train(48640)], 2).
octal_div([train(43954)], [train(11652)], 1).
octal_div([train(59912)], [train(25513)], 1).
octal_div([train(28335)], [train(35367)], 2).
octal_div([train(11683)], [train(5234)], 0).
octal_div([train(6306)], [train(53394)], 11).
octal_div([train(37096)], [train(11126)], 2).
octal_div([train(16484)], [train(43653)], 0).
octal_div([train(17023)], [train(32922)], 1).
octal_div([train(38412)], [train(11830)], 0).
octal_div([train(3870)], [train(19410)], 5).
octal_div([train(52755)], [train(30592)], 2).
octal_div([train(38375)], [train(29503)], 1).
octal_div([train(26936)], [train(31251)], 2).
octal_div([train(35751)], [train(33711)], 2).
octal_div([train(3920)], [train(46809)], 3).
octal_div([train(57290)], [train(51577)], 1).
octal_div([train(32111)], [train(8800)], 2).
octal_div([train(30629)], [train(34315)], 3).
octal_div([train(6359)], [train(15800)], 1).
octal_div([train(17001)], [train(49426)], 1).
octal_div([train(27512)], [train(55747)], 0).
octal_div([train(42857)], [train(49099)], 4).
octal_div([train(46258)], [train(53891)], 10).
octal_div([train(43404)], [train(17736)], 0).
octal_div([train(35720)], [train(23122)], 0).
octal_div([train(58689)], [train(4561)], 1).
octal_div([train(6310)], [train(32743)], 11).
octal_div([train(39136)], [train(19782)], 3).
octal_div([train(46654)], [train(10266)], 0).
octal_div([train(45438)], [train(24564)], 1).
octal_div([train(41212)], [train(37579)], 3).
octal_div([train(9966)], [train(36297)], 0).
octal_div([train(28371)], [train(57533)], 1).
octal_div([train(27859)], [train(48075)], 0).
octal_div([train(21801)], [train(54752)], 6).
octal_div([train(17428)], [train(11144)], 1).
octal_div([train(20345)], [train(44305)], 3).
octal_div([train(1072)], [train(57564)], 1).
octal_div([train(40543)], [train(8985)], 6).
octal_div([train(53240)], [train(56671)], 2).
octal_div([train(53009)], [train(42441)], 2).
octal_div([train(2196)], [train(46251)], 6).
octal_div([train(7048)], [train(50421)], 1).
octal_div([train(45882)], [train(34533)], 1).
octal_div([train(37091)], [train(28482)], 6).
octal_div([train(55407)], [train(37156)], 2).
octal_div([train(49448)], [train(59292)], 1).
octal_div([train(46480)], [train(4286)], 3).
octal_div([train(48465)], [train(35922)], 1).
octal_div([train(688)], [train(2769)], 1).
octal_div([train(49440)], [train(50652)], 1).
octal_div([train(57807)], [train(27957)], 3).
octal_div([train(28692)], [train(14200)], 0).
octal_div([train(34302)], [train(25910)], 0).
octal_div([train(9120)], [train(10786)], 1).
octal_div([train(36511)], [train(44545)], 1).
octal_div([train(35417)], [train(54405)], 1).
octal_div([train(51019)], [train(49225)], 0).
octal_div([train(13660)], [train(25032)], 1).
octal_div([train(20609)], [train(690)], 0).
octal_div([train(57346)], [train(23642)], 3).
octal_div([train(33451)], [train(35484)], 1).
octal_div([train(20392)], [train(22741)], 0).
octal_div([train(11866)], [train(35241)], 1).
octal_div([train(54483)], [train(27871)], 5).
octal_div([train(3868)], [train(22797)], 1).
octal_div([train(20709)], [train(33852)], 2).
octal_div([train(50809)], [train(32385)], 1).
octal_div([train(732)], [train(57225)], 1).
octal_div([train(20811)], [train(51522)], 3).
octal_div([train(21073)], [train(54968)], 2).
octal_div([train(39039)], [train(34382)], 0).
octal_div([train(10924)], [train(16032)], 0).
octal_div([train(24770)], [train(6951)], 3).
octal_div([train(977)], [train(48767)], 3).
octal_div([train(423)], [train(23340)], 11).
octal_div([train(6981)], [train(15435)], 5).
octal_div([train(28419)], [train(59219)], 2).
octal_div([train(57212)], [train(1330)], 4).
octal_div([train(41611)], [train(56893)], 2).
octal_div([train(12691)], [train(3976)], 0).
octal_div([train(44296)], [train(21281)], 1).
octal_div([train(28429)], [train(15921)], 7).
octal_div([train(18190)], [train(58147)], 4).
octal_div([train(37961)], [train(34432)], 2).
octal_div([train(29794)], [train(44905)], 1).
octal_div([train(11835)], [train(9678)], 1).
octal_div([train(24449)], [train(19997)], 2).
octal_div([train(9629)], [train(857)], 2).
octal_div([train(30438)], [train(38885)], 0).
octal_div([train(27990)], [train(46525)], 0).
octal_div([train(33931)], [train(22964)], 3).
octal_div([train(11498)], [train(26579)], 1).
octal_div([train(6653)], [train(47814)], 1).
octal_div([train(11041)], [train(14361)], 0).
octal_div([train(48686)], [train(7370)], 1).
octal_div([train(47466)], [train(35980)], 0).
octal_div([train(2790)], [train(35134)], 1).
octal_div([train(44883)], [train(6965)], 0).
octal_div([train(12645)], [train(54398)], 1).
octal_div([train(28101)], [train(23402)], 0).
octal_div([train(13981)], [train(25856)], 1).
octal_div([train(21985)], [train(29091)], 0).
octal_div([train(37113)], [train(45915)], 0).
octal_div([train(1778)], [train(54489)], 3).
octal_div([train(8038)], [train(52965)], 7).
octal_div([train(30631)], [train(15613)], 2).
octal_div([train(17693)], [train(2997)], 0).
octal_div([train(25290)], [train(6886)], 0).
octal_div([train(49695)], [train(48262)], 0).
octal_div([train(38802)], [train(30033)], 0).
octal_div([train(58985)], [train(6998)], 1).
octal_div([train(53881)], [train(49309)], 0).
octal_div([train(20861)], [train(59559)], 11).
octal_div([train(53952)], [train(53551)], 2).
octal_div([train(26375)], [train(20805)], 2).
octal_div([train(33455)], [train(50849)], 1).
octal_div([train(4776)], [train(36382)], 0).
octal_div([train(21385)], [train(6859)], 5).
octal_div([train(25138)], [train(44881)], 1).
octal_div([train(2154)], [train(48119)], 1).
octal_div([train(42758)], [train(13935)], 1).
octal_div([train(9244)], [train(19694)], 3).
octal_div([train(23599)], [train(37485)], 1).
octal_div([train(41188)], [train(58705)], 3).
octal_div([train(55372)], [train(23721)], 3).
octal_div([train(43466)], [train(18707)], 3).
octal_div([train(8646)], [train(50139)], 5).
octal_div([train(23957)], [train(56016)], 2).
octal_div([train(31171)], [train(55331)], 0).
octal_div([train(43850)], [train(39796)], 2).
octal_div([train(22069)], [train(52056)], 3).
octal_div([train(4231)], [train(39454)], 6).
octal_div([train(32118)], [train(13556)], 6).
octal_div([train(2353)], [train(15931)], 0).
octal_div([train(36752)], [train(16209)], 4).
octal_div([train(8874)], [train(18730)], 1).
octal_div([train(56529)], [train(26951)], 5).
octal_div([train(27677)], [train(8452)], 1).
octal_div([train(17256)], [train(30148)], 4).
octal_div([train(15963)], [train(39070)], 1).
octal_div([train(19332)], [train(31144)], 6).
octal_div([train(12744)], [train(28900)], 2).
octal_div([train(47451)], [train(19955)], 6).
octal_div([train(7667)], [train(50964)], 3).
octal_div([train(46912)], [train(22368)], 1).
octal_div([train(56256)], [train(56712)], 0).
octal_div([train(13026)], [train(9354)], 3).
octal_div([train(23705)], [train(12551)], 1).
octal_div([train(31118)], [train(42327)], 3).
octal_div([train(45641)], [train(20474)], 1).
octal_div([train(48780)], [train(13740)], 0).
octal_div([train(42353)], [train(2015)], 2).
octal_div([train(41030)], [train(20265)], 0).
octal_div([train(46755)], [train(25570)], 3).
octal_div([train(43472)], [train(22320)], 0).
octal_div([train(32491)], [train(59715)], 3).
octal_div([train(10531)], [train(22966)], 0).
octal_div([train(45981)], [train(7528)], 2).
octal_div([train(52617)], [train(12055)], 0).
octal_div([train(26299)], [train(1805)], 2).
octal_div([train(36484)], [train(13416)], 0).
octal_div([train(13041)], [train(23262)], 1).
octal_div([train(18132)], [train(58378)], 0).
octal_div([train(52984)], [train(1647)], 1).
octal_div([train(31451)], [train(48306)], 3).
octal_div([train(25425)], [train(15010)], 1).
octal_div([train(5374)], [train(38640)], 1).
octal_div([train(57534)], [train(46618)], 1).
octal_div([train(5509)], [train(37036)], 2).
octal_div([train(33959)], [train(11560)], 4).
octal_div([train(40208)], [train(7695)], 0).
octal_div([train(57441)], [train(12078)], 3).
octal_div([train(7813)], [train(863)], 0).
octal_div([train(20115)], [train(55569)], 1).
octal_div([train(24777)], [train(22911)], 0).
octal_div([train(59101)], [train(29323)], 10).
octal_div([train(10259)], [train(28962)], 0).
octal_div([train(24475)], [train(6398)], 2).
octal_div([train(39872)], [train(46593)], 4).
octal_div([train(44130)], [train(34785)], 0).
octal_div([train(4804)], [train(16691)], 0).
octal_div([train(10773)], [train(2462)], 0).
octal_div([train(12602)], [train(9474)], 3).
octal_div([train(26553)], [train(3546)], 5).
octal_div([train(48765)], [train(14)], 1).
octal_div([train(28230)], [train(56391)], 0).
octal_div([train(58313)], [train(5164)], 0).
octal_div([train(50266)], [train(3856)], 1).
octal_div([train(24629)], [train(49396)], 0).
octal_div([train(3204)], [train(53058)], 5).
octal_div([train(21358)], [train(31285)], 0).
octal_div([train(16046)], [train(54768)], 1).
octal_div([train(15393)], [train(43927)], 7).
octal_div([train(52613)], [train(43486)], 0).
octal_div([train(52428)], [train(52011)], 0).
octal_div([train(32516)], [train(25790)], 2).
octal_div([train(52464)], [train(19231)], 1).
octal_div([train(42031)], [train(50143)], 1).
octal_div([train(3821)], [train(23665)], 6).
octal_div([train(55355)], [train(8384)], 0).
octal_div([train(42028)], [train(56810)], 1).
octal_div([train(34170)], [train(20849)], 1).
octal_div([train(16191)], [train(28157)], 1).
octal_div([train(29515)], [train(39677)], 0).
octal_div([train(11923)], [train(29893)], 4).
octal_div([train(19857)], [train(49412)], 0).
octal_div([train(56686)], [train(26555)], 0).
octal_div([train(48327)], [train(48885)], 1).
octal_div([train(14086)], [train(23306)], 1).
octal_div([train(22237)], [train(16805)], 6).
octal_div([train(12456)], [train(30866)], 0).
octal_div([train(38464)], [train(32358)], 1).
octal_div([train(18152)], [train(56220)], 1).
octal_div([train(5615)], [train(15886)], 0).
octal_div([train(29677)], [train(13949)], 0).
octal_div([train(32198)], [train(17759)], 5).
octal_div([train(39587)], [train(27898)], 1).
octal_div([train(59342)], [train(48818)], 0).
octal_div([train(48523)], [train(50782)], 0).
octal_div([train(47731)], [train(34308)], 1).
octal_div([train(24073)], [train(804)], 2).
octal_div([train(49779)], [train(36326)], 3).
octal_div([train(53221)], [train(38058)], 2).
octal_div([train(27609)], [train(49572)], 0).
octal_div([train(48727)], [train(36640)], 0).
octal_div([train(45479)], [train(27844)], 3).
octal_div([train(57105)], [train(39193)], 2).
octal_div([train(54865)], [train(40031)], 0).
octal_div([train(43659)], [train(31153)], 1).
octal_div([train(40062)], [train(2280)], 2).
octal_div([train(7952)], [train(17421)], 3).
octal_div([train(5684)], [train(24738)], 6).
octal_div([train(31642)], [train(46496)], 1).
octal_div([train(44030)], [train(57800)], 0).
octal_div([train(8863)], [train(30583)], 0).
octal_div([train(49085)], [train(5132)], 0).
octal_div([train(58394)], [train(30326)], 2).
octal_div([train(55595)], [train(26629)], 3).
octal_div([train(11267)], [train(14554)], 0).
octal_div([train(12361)], [train(29377)], 2).
octal_div([train(13078)], [train(30614)], 5).
octal_div([train(58018)], [train(36998)], 2).
octal_div([train(45223)], [train(38871)], 2).
octal_div([train(6631)], [train(28123)], 2).
octal_div([train(56140)], [train(10118)], 0).
octal_div([train(32609)], [train(27384)], 0).
octal_div([train(48385)], [train(46601)], 3).
octal_div([train(58247)], [train(27619)], 0).
octal_div([train(42226)], [train(26698)], 10).
octal_div([train(5583)], [train(31259)], 0).
octal_div([train(56863)], [train(8831)], 3).
octal_div([train(3467)], [train(16107)], 5).
octal_div([train(939)], [train(38535)], 1).
octal_div([train(10417)], [train(58811)], 1).
octal_div([train(18361)], [train(18946)], 1).
octal_div([train(37893)], [train(28611)], 2).
octal_div([train(23730)], [train(27582)], 3).
octal_div([train(1851)], [train(41919)], 1).
octal_div([train(5897)], [train(36411)], 1).
octal_div([train(15323)], [train(13144)], 3).
octal_div([train(54549)], [train(54979)], 0).
octal_div([train(8973)], [train(24811)], 4).
octal_div([train(25786)], [train(9775)], 1).
octal_div([train(12021)], [train(55513)], 1).
octal_div([train(38668)], [train(36133)], 2).
octal_div([train(48139)], [train(7542)], 3).
octal_div([train(27263)], [train(35889)], 1).
octal_div([train(8865)], [train(1243)], 3).
octal_div([train(57642)], [train(15250)], 0).
octal_div([train(44167)], [train(12197)], 1).
octal_div([train(34799)], [train(2318)], 2).
